"level_idx","level","target_gini","target_aed","h2_initial","h2","num_recentre","aed_check","latent_scale","tau","sigma_w","gini_calibrated","num_iter"
1,0.3,0.3,0.4,0.6,0.830389512273909,2,0.425540627589335,0.367237435632458,0.334647722615535,0.151242308492497,0.297219462010947,7
2,0.4,0.4,0.4,0.6,0.675479922532234,1,0.419778725140303,0.557686421298967,0.45834900483598,0.317695348198736,0.401526234136861,7
3,0.5,0.5,0.4,0.6,0.632495796683399,1,0.408473242169363,0.762908429372561,0.606738055373631,0.462491301290232,0.49925447486117,7
4,0.6,0.6,0.4,0.6,0.6,0,0.400526151490338,0.96501523734056,0.747497588611277,0.610329225352828,0.59864209899,8
5,0.7,0.7,0.4,0.6,0.6,0,0.391339247992441,1.35505433277683,1.04962057281017,0.857011608970909,0.706225401529637,6
6,0.8,0.8,0.4,0.6,0.6,0,0.394046434385542,1.5848854586552,1.22764699740358,1.00236957596621,0.794828735479566,7
7,0.9,0.9,0.4,0.6,0.6,0,0.406321366723115,2.05778422401438,1.59395280593921,1.30145701620952,0.890054470863562,6
